CLID	NAME	1X	2X	3X	4X	5X	BT474	MCF7	SKBR3	T47D	NORWAY 7	NORWAY 10	NORWAY 11	NORWAY 12	NORWAY 14	NORWAY 15	NORWAY 16	NORWAY 17	NORWAY 18	NORWAY 19	NORWAY 26	NORWAY 27	NORWAY 39	NORWAY 41	NORWAY 47	NORWAY 48	NORWAY 53	NORWAY 56	NORWAY 57	NORWAY 61	NORWAY 65	NORWAY 100	NORWAY 101	NORWAY 102	NORWAY 104	NORWAY 109	NORWAY 111	NORWAY 112	STANFORD 2	STANFORD 14	STANFORD 16	STANFORD 17	STANFORD 23	STANFORD 24	STANFORD 35	STANFORD 38	STANFORD A	BT474 (mRNA)	MCF7 (mRNA)	SKBR3 (mRNA)	T47D (mRNA)	NORWAY 7 (mRNA)	NORWAY 10 (mRNA)	NORWAY 11 (mRNA)	NORWAY 12 (mRNA)	NORWAY 14 (mRNA)	NORWAY 15 (mRNA)	NORWAY 16 (mRNA)	NORWAY 17 (mRNA)	NORWAY 18 (mRNA)	NORWAY 19 (mRNA)	NORWAY 26 (mRNA)	NORWAY 27 (mRNA)	NORWAY 39 (mRNA)	NORWAY 41 (mRNA)	NORWAY 47 (mRNA)	NORWAY 48 (mRNA)	NORWAY 53 (mRNA)	NORWAY 56 (mRNA)	NORWAY 57 (mRNA)	NORWAY 61 (mRNA)	NORWAY 65 (mRNA)	NORWAY 100 (mRNA)	NORWAY 101 (mRNA)	NORWAY 102 (mRNA)	NORWAY 104 (mRNA)	NORWAY 109 (mRNA)	NORWAY 111 (mRNA)	NORWAY 112 (mRNA)	STANFORD 2 (mRNA)	STANFORD 14 (mRNA)	STANFORD 16 (mRNA)	STANFORD 17 (mRNA)	STANFORD 23 (mRNA)	STANFORD 24 (mRNA)	STANFORD 35 (mRNA)	STANFORD 38 (mRNA)	STANFORD A (mRNA)
IMAGE:841278	chr6|nt17297288|6p23-p22.3|AA486836|MIR|myosin regulatory light chain interacting protein		-0.15	0.07	0	0.01	0.07	0.06	0.59	-0.15	0.43	0.19	0.11	0.23	0.26	0.53	0.32	0.21	0.42	0.41	0.42	0.44	0.37	0.1	0.28	0.54	0.18	0.21	0.5	0.23	0.19	0.29	-0.06	-0.38	-0.15	0.82	-0.12	0.04	0.11	0.43	-0.01	0.14	-0.45	0.28	0.07	-0.17	0	0.28	0.22	0.51	-0.94	0.34	-0.13	0.61		0.53	-0.04	0.71	-0.25	0.5	-0.11	-0.09	0.38	-0.02	-0.14	-0.61	-0.15	-0.13	0.97	0.12	0.06	0.73	0.21	-0.2	-0.25	0.41	0.06	0.06	-0.11	-0.63	-0.94	-0.66	-0.29	-0.35	-0.92	0.17	-0.68	0.78
IMAGE:753775	chr6|nt17446732|6p23|AA406242|GMPR|guanosine monophosphate reductase	0.03	0.04	-0.36	0.4	0.12	-0.22	-0.22	0.51	-0.69	0.52	0.16	-0.29	-0.34	0.2	0.08	0.1	-0.1	-0.12	0.12	-0.01	0	-0.43	-0.23	-0.06	0	-0.12	-0.03	-0.01	0.04	-0.47	0.1	-0.06								-0.4				-0.51	-0.15	-0.07	0.2	-0.56	-0.58		0.54	0.03	-0.09	0.77	-0.45	-0.99	0.88	-0.84	0.25		-1.38	0.04	0.09	-0.04	0.05	-0.97	-0.19	-0.2		-0.27	0.29	-0.1	0.24	0.35	0.77	0.22	-0.52	1.14		-1.14	0.32	0.33	0.98				
IMAGE:682528	"chr6|nt17471436|6p23|AA256507|SCA1|spinocerebellar ataxia 1 (olivopontocerebellar ataxia 1, autosomal dominant, ataxin 1)"	-0.45	-0.07	-0.06	-0.29	-0.12	0.04	0.12	0.43	0.01	0.08	-0.2	0.31	-0.32	-0.01	0.01	-0.06	-0.17	-0.14	-0.17	-0.09	0.1	0	-0.23	0.04	0.16	-0.14	-0.01	0.07	0.12	0.1	-0.09	-0.07	0.01	0.01	0.53	0.06	0.04	0.06	0.42	0.01	-0.22	-0.34	0.04	-0.17	-0.17	-0.07	-0.88	-2.29	-0.92	-0.71	0.11	-0.04	0.72		-0.43	-0.09	0.28	0.08	-1.2	-0.7	-0.62	-0.32	-0.27	-0.46	0.29	-0.12	-0.36	-0.61	0.34	-0.39	0.19	0.42	0.75	-0.19	-0.75	0.3	-0.43	0.32	0.81	0.45	-0.12	1.01	-0.52	-0.79	1.23	1.02	0.17
IMAGE:27548	chr6|nt18906043|6|R12905|NUP153|nucleoporin 153kD	0.11	0.07	-0.03	-0.17	0	0.89	0.29	0.26	0.44	-0.29	0.2	0.06	-0.18	-0.86	-0.15	0.06	0.28	-0.12	-1.22	0.08	-0.34	-0.06	-1	-0.51	-0.01	-0.14	0.11	-0.03	-0.27	-0.64	-0.15	0.16	-0.07	-0.07	0.08	0.11	0	-0.22	0.24	0	0.03		-0.04	-0.29	-0.14	-0.14	0.91	1.59	1.53	0.77	0.51	-0.28	-0.06	-0.28	-0.06	0.62	-0.06	-0.06	-0.62	0.1	0.27	-0.38	-0.18	0.08	0.05	0.4	-0.53	0.54	-0.57	-0.46	-0.03	-0.21	-0.31	-0.35	-0.28	0.98	-0.03	-0.49	0.05	0.51	0.13	-0.28	0.32	-0.03	0.27	-0.09	0.72
IMAGE:427877	chr6|nt19156376||AA001145||ESTs			-0.14	0.08	0	0.1	-0.01	-0.23	0.03	-0.18	-0.25		-0.64	-0.42	-0.54	-0.07	-0.12	0.03	0.2	-0.23	-0.36	-0.58	-0.23	-0.01	-0.06	-0.03	0.04	0.08	-0.1	-0.12	-0.47	0.03	-0.22	0	-0.1	0.3	0.07	0.1	0.01	0	-0.14	-0.34	-0.12	0	0.04		1.29	0.04	1.51	0.26	0.84	-0.76	0.1	-0.52	-0.4	0.31	-0.54	-0.4	0.83	-0.22	-0.52	0.5	-0.79	-0.31	-0.22	-0.7	-0.42	1.28	-0.42	-0.27	0.21	-0.29	0.05	-0.02	0.71	-0.24	1.26	0	-0.42	0.41	0.2	-0.37	0.72	0.47	-0.03	0.1	-0.03
IMAGE:278846	chr6|nt19418311||N66593||EST	-0.18	-0.07	-0.14	-0.07	-0.22	0.01	0.31	0.4	0.12	0.12	0.25	0.24	-0.06	0.08	-0.14	-0.06	-0.14	-0.14	0	-0.1	0.12	0.16	0	0.01	0.12	0.01	0.15	0.01	0.04	0.11	0.24	0.14	0.3	0	0.43	0.19	0.31	-0.03	0.25	-0.03	0.06	-0.36	0.04	0.06	0.07	-0.01		-0.08				0.31	0.09		0.62	-0.37	0.23	0.9	0.18	0.68	1.29	-0.76	0.42		-0.59	-0.38	-0.04	-0.26	0.56	-0.01	-0.37	-0.15	0.6			0.24		-0.06		-0.18	-1.87		-1.06				
IMAGE:789369	"chr6|nt21433836|6p22-p21|AA453341|ID4|inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"	-0.32	-0.06	-0.06	-0.12	-0.1	0.15	0.49	0.45	0.34	0.04	0.32	0.07	0.06	-0.12	0.07	-0.14	0	0.03	-0.06	-0.3	0.34	0.06	-0.09	-0.15	0.19	0.14	0	-0.06	0.1	-0.34	0.1	0.15	0.07	0.12	0.33	0.26	0.07	0.08	0.08	-0.03	0.23	-0.1	0.01	0.08	0.08	0.23	-1.48	-1.54	-0.68	-1.33	1.06	-0.57	-0.37		1.04	0.05	-1.85	-1.13	1.41	-1.22	-1.22	-1.34	-1.18	0.94	0.08	-0.92	0.09	0.32	0	0.55	1.69	0.33	0.86	-0.01	-0.63	1.13		0.22	0.36	1.62	-0.04	0.57	0.46	-0.56	-0.76	-0.13	-0.69
IMAGE:304908	chr6|nt22037477|6p22|N92519|E2F3|E2F transcription factor 3	0.33	0.28	0.15	0.04	0	-0.38	0.16	-0.18	0.01	-0.12	-0.01	-0.1	0.28	0.01	0.11	0.1	0.01	-0.1	-0.07	-0.03	-0.14	-0.32	0.04	-0.12	0.04	-0.06	-0.03	-0.17	-0.06	0	0	-0.03	-0.29	0.04	0.43	-0.18	-0.14	-0.14	-0.15	0.2	-0.15	-0.17	-0.17		0.2	0.06	0.9	1.01	0.86	0.36	-0.16	0.35	-0.91	-0.99	-0.75	0.4	0.03	-0.35	-1.53	0.33	0.03	-0.41	-0.47	0.03	-0.11	0.61	0.88	0.03	0.11	-0.09	-0.38	-0.24	-0.27	-0.6	0.58	1.51	0.91		0.42	0.55	0.62	-0.04	0.86	-0.19	0.09	-0.29	-0.47
IMAGE:366815	chr6|nt22970035|6p22.3|AA029415|SOX4|SRY (sex determining region Y)-box 4|(2)	-0.17	-0.11	-0.29	-0.28	-0.32	-0.19	0.07	0.27	0.04	-0.07	-0.12	-0.27	0.02	-0.31	-0.21	-0.37	-0.19	0.13	-0.47	0.13	-0.23	-0.13	-0.33	-0.26	-0.28	-0.14	-0.16	-0.21	-0.34	-0.13	-0.27	-0.09	-0.3	-0.18	0.31	-0.14	-0.23	-0.17	0.02	-0.29	-0.19	-0.53	-0.26	-0.12	-0.39	-0.07	0.37	0.01	-0.77	-2.57	-2.17	0.33	-0.4		-0.81	0.09	0.03	-0.49	-1.91	0.23	0.06	-1.83	-0.68	0.58	0.78	-0.44	0.04	-0.5	0.59	-0.44	-0.4	-0.15	-0.23	-0.5	0.17	1.04	0.58	-0.28	0.45	0.69	1.6	1.16	1.14	0.16	0.38	0.44	0.18
IMAGE:484683	chr6|nt24059399|6p22.2-p21.3|AA037488|PRL|prolactin|(2)	-0.03	-0.25		-0.17	-0.01	-0.26	0.24	0.04	0.21	-0.22	0.12	-0.08	-0.6	0.33	-0.07	0	-0.44	-0.31	0.31	0.15	0.14	-0.03	-0.21	-0.21	0.1	-0.26	0.18	-0.15	-0.05	-0.2	-0.03	-0.05	-0.16	-0.03	0.23	-0.17	-0.39	0.07	-0.18	0.04	0.37	-0.8	0.02	-0.07	0	-0.63	1.5	0.41	-0.11	1.31	-0.2	-0.35	-0.35	-0.48	-0.19	-0.06	0.08	-0.48	-0.16	0	0.01	0.17	-0.41	0.2	-0.26	-0.78	-0.08	0.44	1.35	0.08	-0.94	-0.26	-0.05	-0.41	-0.07	-0.39	-0.24	0.7	0.37	0.18	0.51	0.18	0.21	0.38	0.02	0.46	0.49
IMAGE:293696	chr6|nt26007406|6p22.3-p22.2|N69672|GPLD1|glycosylphosphatidylinositol specific phospholipase D1	0.45	0.45	0.32	0.28	0.23	-0.12	0.46	0.58	0.31	0.16	0.04	0.11	0.42	0.42	0.4	0.25	0.36	0.23	0.43	0.34	0.34	0.48	0.41	0.25	0.64	0.23	0.36	0.26	0.12	0.14	0.24	0.19	0.28	0.14	0.63	0.46	0.32	0.45	0.31	0.16	0.34	-0.06	0.21	0.43	0.41	0.37		-0.27			-0.96	-0.53	-0.16		0.49	-0.9	0.5		-1.44	-0.31	0.23	-0.46	-0.18		-0.63	-0.6	0.46	0.56	0.15	0.85	0.26	0.32	1.08	-0.06	-0.2	1.17	-0.07	0.1		1.52	-0.42	-0.24	-0.4				
IMAGE:44505	"chr6|nt26166632|6p22|H06675|ALDH5A1|aldehyde dehydrogenase 5 family, member A1 (succinate-semialdehyde dehydrogenase)"	0	0.08	-0.03	0.04	-0.01	0.18	0.29	0.44	0.3	0.29	0.33	0.26	-0.25	0.08	-0.12	0.24	-0.09	-0.01	0.03	-0.25	0	0.01	0.12	0.14	0.39	0.01	0.4	0.99	0.07	0.24	0.08	0.07		0.37	0.73	0.14	0.21	0.23	0.3	0.07	0.01	-0.2	0.21	0.18	-0.04	0.07	0.53	1.51	-0.66	1.05	0.24	-0.43	-0.09	-0.35	0.34	-0.05	-0.11	-0.43	0.55	0.64	0.89	0.11	-0.87	0.02	0.13	0.09	-0.15	0.67	-0.4	0.11	-0.02	-0.07	-0.18	-0.4	0.2	0.27	0.49	-0.13	0.26	0.31	-0.76	-0.13	-0.22	0.27	-0.43	-0.25	-0.22
IMAGE:207920	"chr6|nt27186627|6p21.3|H60423|SLC17A2|solute carrier family 17 (sodium phosphate), member 2"	0.31	0.49	0.21	0.2	0.08	-0.07	0.3	0.26	-0.01	0.11	-0.04	0.01	0.15	0.12	0.37	0.32	0.28	0.03	0.29	0.07	0.15	0.37	0.21	0.19	0.33	0.14	0.3	0.23	0.06	0.08	0.26	0.03	-0.22	0.01	0.43	0.23	0.15	0.06	0.37	0.1	0.08	-0.18	0.07	0.3	0.25	0.21		-0.33		-0.88					-1.15	-0.3	-0.04		-0.17	0.11	0.09	-0.33	0.54		0.65	-0.22	-0.08	0.42	0.79	-0.02		-0.13	0.59	-1.35	-0.85	1.31	0.06				-0.21	-0.22	0.71	-0.21			
IMAGE:246522	"chr6|nt27267077|6p23-p21.3|N53056|SLC17A1|solute carrier family 17 (sodium phosphate), member 1"	-0.25	-0.03	-0.03	-0.23	-0.06	0.11	-0.34	0.11	0.16	-0.09	-0.01	0.01	-0.23	-0.09	-0.17	-0.18	-0.04	0.18	-0.18	-0.36	-0.03	0.07	-0.15	0.08	-0.06	-0.38	0.16	0.12	-0.25	-0.03	0.3	-0.03	0.14	0.12	0.29	0.12	0.07	0.07	-0.03	-0.15	-0.01	-0.12	0.08	-0.04	-0.17	0.03		0.22	-0.72	-0.4	-0.55	0.2	0.38		-0.5	-1.19	0.5	0.34		0.44	0.45	-0.52	0.61	-0.84	-0.04	-1.13	-0.1	0.38	1.06	0.83	0.39	-0.07		-0.84	-0.79	1	0.51	0.73		0.59	-1.5	-0.13	-0.09				
IMAGE:66317	"chr6|nt27539925|6p21.3|T66815|H1F2|H1 histone family, member 2"	-0.32	-0.12	-0.03	-0.32	-0.03	0.77	0.31	0.06	0.16	0.04	0.14	-0.17	-0.36	-0.15	-0.29	-0.4	-0.4	-0.34	-0.62	0.39	-0.06	0.04	-0.45	-0.36	-0.25	-0.17	0.01	-0.03	-0.03	-0.09	-0.09	-0.01	-0.06	0.06	-0.07	0	-0.04	-0.03	0.23	-0.12	-0.07	0.16	0.03	-0.12	-0.04	0.03	-0.85	-0.95	-0.83	0.26	-0.21	-1.33	-0.17	-0.24	0.32	-0.05	0.01	-0.05	0.43	-0.02	-0.31	0.96	0.12	-1.59	0.04	-0.42	-0.76	1.09	-0.27	-1.17	-1.53	0.57	-0.09	0.87	1.2	-0.29	0.91	-2.55	0.19	-0.25	-0.33	-0.01	-0.38	1.16	-0.51	1.96	2.88
IMAGE:125808	chr6|nt27571439|6p21.3|R07647|HFE|hemochromatosis	0.11	0.06	-0.18	-0.3	-0.12	-0.2	0.11	0.08	0.06	-0.42	-0.36	-0.18	-0.29	-0.17	-0.42	-0.23	-0.25	-0.38	-0.54	0.31	-0.18	0.12	-0.07	0.07	0.21	-0.22	-0.06	0	0	-0.06	-0.03	0.19	-0.18	0.1	0.21	0.24	-0.03	-0.2	0.08	-0.03	-0.07	-0.6	-0.03	0.16	0.03	0.12	-2.14	-0.71	-1.68	2.44	-0.19	0.35	-0.36	2.2	1.21	0.27	0.7	1.21	-1.34	0.34	0.49	-0.03	-0.06	0.24	-0.04	0.91	0.04	-0.61	0.72	-0.39	-0.28	0.16	-1.83	-0.09	-0.85	-0.92	-0.1	-1.75	-0.18	0.44	-1.18	-0.4	-0.39	-0.04	0.3	0.84	0.79
IMAGE:469969	"chr6|nt27608364|6p21.3|AA029934|H2AFL|H2A histone family, member L|(3)"	-0.05	-0.03	-0.03	-0.15	-0.06	-0.07	0.23	-0.12	-0.03	-0.09	-0.09	-0.06	-0.12	-0.1	-0.03	-0.01	-0.07	0.03	-0.18	-0.07	0.01	0.14	0.1	0	0.08	-0.06	0.06	0.04	-0.02	0	0.08	-0.03	-0.17	-0.02	0.36	0.08	0.03	0.03	0.22	0	-0.04	-0.11	0	0.09	0.05	0.04	-0.54	-0.73	-0.91	-0.17	0.56	-0.39	-0.03	-0.56	0.66	0.09	0.19	0.79	0.27	-0.03	-0.29	0.65	-0.63	-0.63	0.69	-0.5	-0.35	-0.08	0.15	-0.85	-0.61	0.22	-0.63	0.48	0.04	-0.2	0.88	-1.2	0.1	-0.49	-0.67	0.22	0.05	0.96	-0.23	0.57	0.49
IMAGE:293964	"chr6|nt27886527|6p22.1|N66053|BTN3A1|butyrophilin, subfamily 3, member A1"	0.33	0.03	0.01	-0.04	-0.01	-0.12	0.24	0.29	0.15	0.08	0.15	0.25	-0.03	-0.01	0.07	0.06	-0.06	0.14	-0.07	-0.03	0.21	0.11	0.2	0.19	0.33	0.07	0.29	0.21	0.16	0.12	0.18	0.21	0.32	0.11	0.51	0.25	0.2	0.19	0.31	0.06	-0.01	-0.1	0.12	0.24	0.11	0.19	-1.75	-3	-2.62	-2.18	1	-0.7	-0.07		-1.18	0	-0.64	-0.77	0.95	-0.46	0.44	-0.77	0.1	1.63	0.08	-0.68	0.6	1.43	-0.82	0.14	0.09	0.05	0.38	0.04	-1.06	-1.15	-0.46	-0.33	0.24	0.17	1.02	-0.15	0.68	-0.57	0.22	0.93	-0.36
IMAGE:753587	"chr6|nt27924772|6p22.1|AA478585|BTN3A3|butyrophilin, subfamily 3, member A3|(2)"	-0.09	-0.18	-0.11	-0.18	-0.22	0.16	0.22	0.2	0.06	0.14	0.02	0.14	-0.07	0.07	0.35	0.11	-0.04	-0.01	0.09	0.08	0.43	-0.08	-0.1	0.08	0.34	-0.03	0.2	0.31	0.22	0.12	0.21	0.14	-0.13	0.01	0.26	0.23	0.13	0.08	0.28	-0.09	0.04	-0.28	0.2	0.09	-0.12	0.04	-1.83	-2.93	-2.55	-1.1	1.1	-1.1	-0.16		-1.17	-0.02	-0.7	-0.2	0.97	-0.52	0.36	-0.87	0.05	1.41	-0.24	-0.48	0.53	1.24	-1.01	0.14	0.14	-0.29	0.54	-0.12	-0.59	-0.98	-0.36	-0.33	-0.13	0.55	1.2	-0.04	0.96	-0.44	0.15	0.89	-0.52
IMAGE:49963	"chr6|nt28003349|6p22.1|H29295|BTN2A2|butyrophilin, subfamily 2, member A2"	0.18	0.06	0.07	0.04	0.06	-0.07	0.52	0.26	0.29	0	0.03	-0.06	-0.15		-0.04	-0.03	0.11	-0.06	-0.04	0.06	0.15	0.14	0.15	0.12	0.46	0.03	0.14	0.2	0.14	-0.09	0.24	0.23	0.04	0.11	0.33	0.26	0.18	-0.04	0.38	0.15	0.12	-0.1	0.12	0.29	0.28	0.32			-0.26	0.56	0.23	-0.19	-0.24		-0.88	0.2	-0.04	-0.39		-0.64	0.15	-0.12	-0.92	0.64	-0.54	0.13	1.14	0.31	0.4	-0.34	0.45	-0.04	-0.49	-0.26	-0.62	0.24	0	1.59	0.13	0.36		-0.19	0.74	0	-0.67	0.37	-0.51
IMAGE:233909	"chr6|nt28078193|6p22.1|H67836|BTN2A1|butyrophilin, subfamily 2, member A1"	0.48	0.38	0.41	0.26	0.16	-0.17	0.51	0.29	0.08	0.03	0	-0.18	0.15	0.21	0.31	0.3	0.11	0.18	0.11	0.03	-0.12	-0.09	0.15	0.15	0.4		0.29	0.29	0.15	0.21	0.23	0.2	-0.03	0.16	0.39	0.2	0.11	0.18	0.37	0.14	0.15	-0.01	0.18	0.38	0.37	0.34	-0.52	0.11	0.14	0.17	0.02	0.25	-0.55	-0.22	-0.6	0.02	-0.2	-0.25	-0.03	-0.47	0.11	0.23	-0.01	0.41	0.2	0.09	0.3	0.7	0.12	-0.09	0.11	0.09	0.33	-0.27	0.59	0.45	0.28	-0.05	-0.35	0.19	0.41	-0.29	-0.25	-0.25	-0.74	-0.2	0.04
IMAGE:31873	chr6|nt28164760|6p21.3|R17124|HMG17L3|high-mobility group (nonhistone chromosomal) protein 17-like 3	0.36	0.07	0.18	-0.03	0.15	0.03	0.21	0.24	0.11	0.08	0.16	-0.03	-0.12	-0.12	0	0.07	0.04	0.07	-0.07	0.04	0.28	0.08	0.01	0.07	0.34		0.28	0.14	-0.03	0.07	0.19	0.15	0.19	0.12	0.33	0.21	0.15	0.15	0.23	0.14	0	-0.74	-0.04	0.2	0.11	0.16	-0.77	1.38	-0.26	-0.03	0.84	-0.14	-0.16	-0.28	-1.03	0.64	-0.36	-0.41	0.49	-0.23	0.01	0.3	-0.12	1.23	-0.06	0.56	-0.31	0.73	0.05	-0.16	0.23	0.16	-0.49	0.25	-0.52	0.41	0.44	-0.28	-0.06	0.28	-0.64	-0.31	0.21	0.08	-0.46	0.12	-1.16
IMAGE:328207	chr6|nt29680154|6p21.3|W31899|ZNF165|zinc finger protein 165	0.32	0.24	0.25	0.19	0.07	-0.22	0.52	-0.32	0.33	-0.18	-0.15	-0.2	0.04	-0.09	-0.03	0.06	0.07	0.04	-0.04	-0.18	-0.29	0.08	0.08	0.1	0.25	0.16	0.16	0.14	0.01	-0.01	0.12	0.26	0.11	0.14	0.19	0.37	0.2	0.32	0.3	0.31	0	0.06	0.07	0.4	0.44	0.4	0.8	0.61	0.03	0.82	0.02	-0.25	0.21	0.4	0.08	0.41	0.24	0.03	0.07	1	0.58	-0.05	-0.45	0.32	-0.65	0.15	-0.04	0.65	0.03	-0.9	-0.72	-0.03	-1	-0.06	-0.33	-0.42	-0.21	-0.43	-0.11	1	-0.15	-0.39	0.09	0.4	0.44	0.02	0.2
IMAGE:770801	chr6|nt29757770||AA427625||ESTs	0.07	-0.07	-0.17	-0.15	-0.15		0.24	-0.36	-0.07	0.01	0	-0.34	-0.17	-0.04	0.01	-0.04	-0.12	-0.09	-0.2	-0.38	-0.14	0.08	0.12	-0.12	0.04	-0.27	0	-0.09	-0.23	-0.09	-0.17		-0.27	0.07	-0.25	-0.01	-0.12	-0.01	0.1	-0.07	-0.17	-0.47	-0.17	-0.36	-0.27	0.01	-0.21	0.46		-0.28	-0.28	-0.63	-0.57		-0.93	0.09	-0.26	-0.49	0.47		-0.06	-0.31	-0.36	0.23	0.09	-0.36	-0.46	0.03		-0.33	0.31	-0.04	-0.97	-0.06	0	0.83	0.25	0.16	0.28	1.51	-1.21	-0.21	0.69	0.77	0.31	0.94	0.51
IMAGE:668182	chr6|nt29826188|6p21.3|AA242984|ZNF193|zinc finger protein 193	-0.47	0.03	-0.09	-0.29	-0.06	0.12	-0.18	-0.07	0	-0.01	0.33	0.34	-0.04	0.19	0.5	0.23	0.08	0.16	0.11		0.3	0.34	0.06	0.08	0.28	0.03	0.1	0.23	-0.15	0.3	0.01	-0.04	-0.03	0.07	0.48	-0.15	0.03	0.06	0.37	-0.17	-0.1	-0.45	-0.06	-0.18	-0.18	-0.18	-0.05	0.51	-0.24	-0.17	0	0.04	-0.43	-0.43	-0.39	-0.22	-0.31	-0.36	0.74	0.17	0.17	0.03	0.16	0.08	0.49	-0.14	-0.36	0.02	0.18	-0.24	0.17	0.02	-0.75	-0.66	0.11	0.19	0.31	-0.81	0.03	0.89	0.31	-0.02	0.37	0.02	0.5	0.23	-0.03
IMAGE:361899	chr6|nt29871306|6p22|AA001376|ZNF187|zinc finger protein 187	-0.1	-0.03	-0.03	-0.1	-0.07	0	0.08	-0.2	0.04	0.03	0.31	0.16	-0.01	-0.03	0.5	0.11	-0.1	-0.12	-0.09	0.12	0.25	0.04	-0.14	-0.03	0.23	-0.1	0.14	0.1	-0.07	0	-0.06	0.14	-0.03	-0.01	0.45	0.24	-0.01	0.06	0.41	-0.04	0.08	-0.43	0.01	0.18	0.1	0.07	-1.79	-1.14	-2.88	-2.18	0.5	-0.96	0.72	-0.09	-1.75	0.14	0.2	0.19	0.47	0.2	0.4	0.25	0.35	-0.24	-0.21	-0.38	0.34	-0.13	-0.99	-0.13	0.24	0.04	0.06	-0.18	1.2	-0.21	0.4	-0.49	-0.43	0.02	-0.18	-0.31	0.26	-0.57	0.48	0.11	0.71
IMAGE:295974	"chr6|nt30576103||N73548||ESTs, Weakly similar to dJ88J8.1 [H.sapiens]"	0.16	0.45	-0.03	0.11	0	-0.15	0.32	-0.29		0.61	-0.29	-2.4	-0.14	-0.45	-0.18	-0.23	-0.07	-0.58	-0.94	0.74	0.96	-1	-0.15	-0.27	-0.58	-1.89	0.07	-0.3	-0.81	-1.06	-0.15		-0.07	-0.29	0.03	-0.01	0.11	0.25	0.26	0	-0.43	-0.25	-0.4	0	0.16	-0.1	-0.08	-0.28	-0.56	-0.3	0.52	1.15	0.17		-0.7	-0.4	-0.98	0.78	0.82	0.32	-0.59	-0.79	0.64	0.24	0.83	-0.43	-0.06	-0.51		-0.23	-0.4	-0.2	1.19	-0.44	-0.59	0.1	-0.72	0.92	0.05	-0.66	-0.63	-0.1	0	-0.34	0.6	-0.1	0.46
IMAGE:243741	chr6|nt30579202|6p21.3|N33920|UBD|diubiquitin	-0.09	0.2	0	0.72	0.39	-0.27	0.37	-0.09	0.68	-0.43	0.06	-0.49	-0.17	0.18	-0.1	-0.23	-0.49	0.04	-0.49	0.06	1.37	0.06	-0.42	-0.34	0	-0.03	-0.29	-0.01	-0.3	-0.51	-0.03	0.1	-0.12	-0.03	0.01	-0.14	0.01	-0.07	0.03	0.07	-0.01	-0.15	-0.09	0.04	0	0.24	-2.19	-3.23	-3.58	-2.75	2.01	-0.6	-0.86	0.09	-1.6	0.13	-1.57	0.8	-0.5	-1.08	1.77	-1.49	1.18	3.48	-0.02	0.63	1	1.8	-0.54	0.94	0.2	0.9	0.4	-1.07	1.56	-1.86	-2	-1.03	-1.36	1.07	1.2	-0.37	1.42	-2.56	-0.23	-0.13	-1.84
IMAGE:853906	"chr6|nt30881737|6p21.3|AA644657|HLA-A|major histocompatibility complex, class I, A|(2)"	0.16	0.11	0.08	0.17	-0.02	0.18	0.25	-0.14	0.35	0.27	-0.32	0.07	0.01	0.02	0.21	-0.04	0.2	0.04	-0.01	-0.21	0.1	0.11	0.06	0.09	0.21	-0.03	0.15	0.21	0.11	0.15	0.07	-0.17	-0.07	0.1	0.12	0.13	0.06	0.09	0.11	0.17	-0.08	-0.14	0.06	0.23	0.16	0.19	-1.31	-1.58	-1.32	-0.56	0.38	-0.2	-0.14	0.34	-0.89	0.53	-0.12	0.31	0.64	0.22	0.47	0.58	0.47	-0.1	-0.34	0.02	0.07	0.47	-0.7	-0.44	-0.84	0.43	-0.06	-0.12	-0.24	-1	-0.39	-0.9	-0.01	0.13	0.25	-0.26	-0.64	-0.02	0.35	0.84	0.56
IMAGE:435855	chr6|nt30951352||AA701554||H.sapiens mRNA for hcgVIII protein	-0.01	0.11	-0.04	0.1	-0.09	-0.01	0.2	-0.29	0.07	0.04	0.14	0.12	-0.36	-0.15	-0.12	0.11	-0.14	0.07	-0.06	0.03	-0.09	-0.15	-0.22	0	0.28	-0.18	0.28	-0.04	-0.12	-0.01	0.04	0	0.16	0.2	0.57	0.19	0.07	0.06	0.2	0	-0.18	-0.58	0.01	0.1	-0.1	0	-0.71	-0.39	-0.51	-0.29	-0.36	0.2	-0.24		-0.41	-0.16	-0.38	-0.51			0.82	0.19	-0.16	-1.01	-0.31	-0.08	-0.21	0.22	0.31	0.25	-0.02	-0.16	-0.56	-0.63	-0.24	0.77	0.11	-0.13		1.96	0.22	0.2	-0.24	0.59	-0.19	0.4	-0.13
IMAGE:810986	"chr6|nt31007783|6p21.3|AA485347|PPP1R11|protein phosphatase 1, regulatory (inhibitor) subunit 11"	-0.04	0.16	-0.04	-0.14	-0.2	-0.04	0.21	-0.29	-0.34	-0.1	-0.23		-0.03	0.12	0.31	0.07	0.07	0.18	0.26	-0.27	-1.25	-0.17	0.26	0.14	0.06	0.08	-0.09	0.25	0.04	0.04	0.18		0.08	0.25	0.14	0.18	-0.09	-0.03	0.38	0	0.29	0.33	0.06	0.24	0.39	-0.18	-0.31	0.57	0.39	0.29	0.06	-0.17	0.07	-0.37	-0.14	0.06	0.03	0.03	0.11	0.09	0.23	0.46	-0.02	-0.4	0.01	0.24	-0.43	0.45	0.04	-0.24	-0.24	-0.15	0.33	0.11	0.28	0.33	0.67	-0.5	-0.76	0.26	-0.05	-0.07	-0.06	-0.43	0.09	-0.35	0.39
